Name,Description,Canonical Units,is alias,target,Physical parameters,Edited by author teams,Last Modified By,UID
radioactivity_concentration_of_241Am_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Am"" means the element ""americium"" and ""241Am"" is the isotope ""americium-241"" with a half-life of 1.67e+05 days.",Bq m-3,,,,,Data Request co-leads,3ba811b4-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_241Cm_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Cm"" means the element ""curium"" and ""241Cm"" is the isotope ""curium-241"" with a half-life of 3.50e+01 days.",Bq m-3,,,,,Data Request co-leads,3ba811b5-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_241Pu_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Pu"" means the element ""plutonium"" and ""241Pu"" is the isotope ""plutonium-241"" with a half-life of 4.83e+03 days.",Bq m-3,,,,,Data Request co-leads,3ba811b6-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_242Am_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Am"" means the element ""americium"" and ""242Am"" is the isotope ""americium-242"" with a half-life of 6.69e-01 days.",Bq m-3,,,,,Data Request co-leads,3ba811b7-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_242Cm_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Cm"" means the element ""curium"" and ""242Cm"" is the isotope ""curium-242"" with a half-life of 1.63e+02 days.",Bq m-3,,,,,Data Request co-leads,3ba811b8-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_242m1Am_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Am"" means the element ""americium"" and ""242m1Am"" is the metastable state of the isotope ""americium-242"" with a half-life of 5.53e+04 days.",Bq m-3,,,,,Data Request co-leads,3ba811ba-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_242m2Am_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Am"" means the element ""americium"" and ""242m2Am"" is the metastable state of the isotope ""americium-242"" with a half-life of 1.62e-07 days.",Bq m-3,,,,,Data Request co-leads,3ba811bb-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_242Pu_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Pu"" means the element ""plutonium"" and ""242Pu"" is the isotope ""plutonium-242"" with a half-life of 1.38e+08 days.",Bq m-3,,,,,Data Request co-leads,3ba811b9-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_243Am_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Am"" means the element ""americium"" and ""243Am"" is the isotope ""americium-243"" with a half-life of 2.91e+06 days.",Bq m-3,,,,,Data Request co-leads,3ba811bc-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_243Cm_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Cm"" means the element ""curium"" and ""243Cm"" is the isotope ""curium-243"" with a half-life of 1.17e+04 days.",Bq m-3,,,,,Data Request co-leads,3ba811bd-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_243Pu_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Pu"" means the element ""plutonium"" and ""243Pu"" is the isotope ""plutonium-243"" with a half-life of 2.07e-01 days.",Bq m-3,,,,,Data Request co-leads,3ba811be-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_244Am_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Am"" means the element ""americium"" and ""244Am"" is the isotope ""americium-244"" with a half-life of 4.20e-01 days.",Bq m-3,,,,,Data Request co-leads,3ba811bf-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_244Cm_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Cm"" means the element ""curium"" and ""244Cm"" is the isotope ""curium-244"" with a half-life of 6.42e+03 days.",Bq m-3,,,,,Data Request co-leads,3ba811c0-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_244mAm_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Am"" means the element ""americium"" and ""244mAm"" is the metastable state of the isotope ""americium-244"" with a half-life of 1.81e-02 days.",Bq m-3,,,,,Data Request co-leads,3ba811c2-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_244Pu_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Pu"" means the element ""plutonium"" and ""244Pu"" is the isotope ""plutonium-244"" with a half-life of 2.92e+10 days.",Bq m-3,,,,,Data Request co-leads,3ba811c1-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_245Am_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Am"" means the element ""americium"" and ""245Am"" is the isotope ""americium-245"" with a half-life of 8.75e-02 days.",Bq m-3,,,,,Data Request co-leads,3ba811c3-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_245Cm_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Cm"" means the element ""curium"" and ""245Cm"" is the isotope ""curium-245"" with a half-life of 3.40e+06 days.",Bq m-3,,,,,Data Request co-leads,3ba811c4-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_245Pu_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Pu"" means the element ""plutonium"" and ""245Pu"" is the isotope ""plutonium-245"" with a half-life of 4.16e-01 days.",Bq m-3,,,,,Data Request co-leads,3ba811c5-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_246Cm_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Cm"" means the element ""curium"" and ""246Cm"" is the isotope ""curium-246"" with a half-life of 2.01e+06 days.",Bq m-3,,,,,Data Request co-leads,3ba811c6-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_247Cm_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Cm"" means the element ""curium"" and ""247Cm"" is the isotope ""curium-247"" with a half-life of 5.86e+09 days.",Bq m-3,,,,,Data Request co-leads,3ba811c7-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_248Cm_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Cm"" means the element ""curium"" and ""248Cm"" is the isotope ""curium-248"" with a half-life of 1.72e+08 days.",Bq m-3,,,,,Data Request co-leads,3ba811c8-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_249Bk_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Bk"" means the element ""berkelium"" and ""249Bk"" is the isotope ""berkelium-249"" with a half-life of 3.15e+02 days.",Bq m-3,,,,,Data Request co-leads,3ba811c9-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_249Cf_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Cf"" means the element ""californium"" and ""249Cf"" is the isotope ""californium-249"" with a half-life of 1.32e+05 days.",Bq m-3,,,,,Data Request co-leads,3ba811ca-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_249Cm_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Cm"" means the element ""curium"" and ""249Cm"" is the isotope ""curium-249"" with a half-life of 4.43e-02 days.",Bq m-3,,,,,Data Request co-leads,3ba811cb-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_250Bk_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Bk"" means the element ""berkelium"" and ""250Bk"" is the isotope ""berkelium-250"" with a half-life of 1.34e-01 days.",Bq m-3,,,,,Data Request co-leads,3ba811cd-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_250Cf_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Cf"" means the element ""californium"" and ""250Cf"" is the isotope ""californium-250"" with a half-life of 4.75e+03 days.",Bq m-3,,,,,Data Request co-leads,3ba811ce-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_250Cm_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Cm"" means the element ""curium"" and ""250Cm"" is the isotope ""curium-250"" with a half-life of 2.52e+06 days.",Bq m-3,,,,,Data Request co-leads,3ba811cf-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_251Cf_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Cf"" means the element ""californium"" and ""251Cf"" is the isotope ""californium-251"" with a half-life of 2.92e+05 days.",Bq m-3,,,,,Data Request co-leads,3ba811d0-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_252Cf_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Cf"" means the element ""californium"" and ""252Cf"" is the isotope ""californium-252"" with a half-life of 9.68e+02 days.",Bq m-3,,,,,Data Request co-leads,3ba811d1-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_253Cf_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Cf"" means the element ""californium"" and ""253Cf"" is the isotope ""californium-253"" with a half-life of 1.76e+01 days.",Bq m-3,,,,,Data Request co-leads,3ba811d2-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_253Es_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Es"" means the element ""einsteinium"" and ""253Es"" is the isotope ""einsteinium-253"" with a half-life of 2.05e+01 days.",Bq m-3,,,,,Data Request co-leads,3ba811d3-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_254Cf_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Cf"" means the element ""californium"" and ""254Cf"" is the isotope ""californium-254"" with a half-life of 6.03e+01 days.",Bq m-3,,,,,Data Request co-leads,3ba811d4-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_254Es_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Es"" means the element ""einsteinium"" and ""254Es"" is the isotope ""einsteinium-254"" with a half-life of 2.76e+02 days.",Bq m-3,,,,,Data Request co-leads,3ba811d5-8ca2-11ef-944e-41a8eb05f654
radioactivity_concentration_of_254mEs_in_air,"""Radioactivity"" means the number of radioactive decays of a material per second. ""Radioactivity concentration"" means radioactivity per unit volume of the medium. ""Es"" means the element ""einsteinium"" and ""254mEs"" is the metastable state of the isotope ""einsteinium-254"" with a half-life of 1.63e+00 days.",Bq m-3,,,,,Data Request co-leads,3ba811d6-8ca2-11ef-944e-41a8eb05f654
